id	title	start_date	end_date	progress	dependencies	url
"Terminology Issue #20"	"Value set and mapping versioning"	"2020-10-01"	"2020-12-31"	0	""	https://github.com/cancerDHC/Terminology/issues/20
"Terminology Issue #19"	"Perform mapping process"	""	""	100	""	https://github.com/cancerDHC/Terminology/issues/19
"Terminology Issue #18"	"Determine mapping environment"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/Terminology/issues/18
"Terminology Issue #17"	"Continue TCCM Implementation"	"2021-01-01"	"2021-03-31"	0	""	https://github.com/cancerDHC/Terminology/issues/17
"Terminology Issue #16"	"Begin TCCM implementation"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/Terminology/issues/16
"Terminology Issue #15"	"Complete TCCM Model definition"	"2020-10-01"	"2020-12-31"	0	""	https://github.com/cancerDHC/Terminology/issues/15
"Terminology Issue #14"	"Add value set validation capability to Shape Expressions"	"2021-01-01"	"2021-03-31"	0	""	https://github.com/cancerDHC/Terminology/issues/14
"Terminology Issue #13"	"Complete the value set modeling support in BiolinkML"	"2020-10-01"	"2020-12-31"	0	""	https://github.com/cancerDHC/Terminology/issues/13
"Terminology Issue #12"	"Determine representational model for maps"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/Terminology/issues/12
"Terminology Issue #11"	"Define the representational model for value sets"	"2020-10-01"	"2020-12-31"	0	""	https://github.com/cancerDHC/Terminology/issues/11
"Terminology Issue #10"	"Determine how to represent caDSR "intensional" value sets as FHIR value sets for mapping purposes"	"2020-10-01"	"2020-12-31"	0	""	https://github.com/cancerDHC/Terminology/issues/10
"Terminology Issue #9"	"Represent value sets as FHIR value sets"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/Terminology/issues/9
"Terminology Issue #8"	"Assemble existing value sets in tabular format"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/Terminology/issues/8
"Terminology Issue #7"	"Terminology WS requirement for Appendix A: "Phase I: Planning" missing from project folders.  What reference should the Terminology WS be using?"	""	""	0	"Terminology Issue #14, Terminology Issue #13, Terminology Issue #7, Terminology Issue #6"	https://github.com/cancerDHC/Terminology/issues/7
"Terminology Issue #6"	"SNOMED CT in DICOM subtasks (4): Determine if the IDC has current or future use cases which may leverage portions of SNOMED CT in DICOM superset"	""	""	67	""	https://github.com/cancerDHC/Terminology/issues/6
"Terminology Issue #5"	"SNOMED CT in DICOM subtask (3): 3.	Determine what DICOM specifications utilize SNOMED CT in any form (SNOMED CT in DICOM inclusive superset)"	""	""	0	""	https://github.com/cancerDHC/Terminology/issues/5
"Terminology Issue #4"	"SNOMED CT in DICOM subtask (2): Determine what portions of DICOM the current ICD SCT concepts used are drawn from"	""	""	0	""	https://github.com/cancerDHC/Terminology/issues/4
"Terminology Issue #3"	"SNOMED CT in DICOM subtask (1) Ask the client for examples of SNOMED CT concepts that are currently used."	""	""	0	""	https://github.com/cancerDHC/Terminology/issues/3
"Terminology Issue #2"	"Create suggested maps to NCiT for IDC SNOMED CT in DICOM concepts in use "	""	""	0	""	https://github.com/cancerDHC/Terminology/issues/2
"Terminology Issue #1"	"Determine the scope of (enumerate) the SNOMED CT concepts that are utilized within DICOM by the IDC"	""	""	0	""	https://github.com/cancerDHC/Terminology/issues/1
"tools Issue #39"	"Improve CRDCH artifact generation"	"2021-10-01"	"2021-12-31"	0	"tools Issue #36"	https://github.com/cancerDHC/tools/issues/39
"tools Issue #38"	"Improve CRDCH model documentation"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/tools/issues/38
"tools Issue #37"	"Improve workflows between CRDCH model generation and CCDH Terminology Service"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/tools/issues/37
"tools Issue #36"	"Develop a complete Example Data Workflow for CRDCH"	"2021-07-01"	"2021-09-30"	0	"tools Issue #67"	https://github.com/cancerDHC/tools/issues/36
"tools Issue #35"	"Look into whether we can incorporate valuesets into the OLS instance we have"	""	""	0	""	https://github.com/cancerDHC/tools/issues/35
"tools Issue #34"	"Put the "Entity" class back into the model"	""	""	100	""	https://github.com/cancerDHC/tools/issues/34
"tools Issue #33"	"Label tasks that generate publicly visible deliverables"	""	""	100	""	https://github.com/cancerDHC/tools/issues/33
"tools Issue #32"	"Build a pipeline for converting CRDC-H from Google Sheets to LinkML"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/tools/issues/32
"tools Issue #31"	"data mapping service using linkml value sets"	"2021-10-01"	"2021-12-31"	0	"tools Issue #29"	https://github.com/cancerDHC/tools/issues/31
"tools Issue #30"	"define validation approach for using terminology value sets with linkml"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/tools/issues/30
"tools Issue #29"	"create runner for applying linkml validation to CRDC-H data"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/tools/issues/29
"tools Issue #28"	"specify formats for data adhering to CRDC-H model"	"2021-07-01"	"2021-09-30"	0	"tools Issue #27"	https://github.com/cancerDHC/tools/issues/28
"tools Issue #27"	"create example CRDC-H data in JSON/linkml"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/tools/issues/27
"tools Issue #26"	"DICOM SNOMED to ontology mappings master ticket"	""	""	100	""	https://github.com/cancerDHC/tools/issues/26
"tools Issue #20"	"Test grouping terms in mapping tool via NCImt hierarchy"	""	""	0	""	https://github.com/cancerDHC/tools/issues/20
"tools Issue #19"	"Incorporate additional ontologies into DICOM SNOMED to NCIt mapping"	"2020-10-01"	"2020-12-31"	100	"tools Issue #7"	https://github.com/cancerDHC/tools/issues/19
"tools Issue #18"	"PDC: Biggest challenge is transforming source data to GDC or PDC data dictionary – tools for data transformation (structured format) will be useful "	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/tools/issues/18
"tools Issue #17"	"Build a workflow for integrating example IDC data against standardized vocabularies; 2 imaging MVP data sets to test CEDAR/other tools for data annotation"	""	""	100	""	https://github.com/cancerDHC/tools/issues/17
"tools Issue #16"	"Identify minimum metadata currently used by CRDC nodes"	""	""	100	""	https://github.com/cancerDHC/tools/issues/16
"tools Issue #15"	"Choose a format for publishing harmonized datasets"	"2021-07-01"	"2021-09-30"	0	"tools Issue #4"	https://github.com/cancerDHC/tools/issues/15
"tools Issue #14"	"Develop strategy and plan aligned with CRDC needs"	""	""	100	""	https://github.com/cancerDHC/tools/issues/14
"tools Issue #13"	"Develop tools for metadata mapping, transformation and validation"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/tools/issues/13
"tools Issue #12"	"Work with CDA to understand/help define their needs for ingesting/accessing the model and terminology support"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/tools/issues/12
"tools Issue #11"	"Tools to enable stakeholders to implement CRDC-H (discussion with Seven Bridges, CDA)"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/tools/issues/11
"tools Issue #10"	"Adapt tools currently evaluated as needs are defined"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/tools/issues/10
"tools Issue #9"	"Discuss adaption and implementation of Metadata Validator with CDS"	""	""	100	""	https://github.com/cancerDHC/tools/issues/9
"tools Issue #8"	"Discuss with PDC possible use of CEDAR/other tools for data annotation & approaches/tools for data transformation"	"2021-10-01"	"2021-12-31"	0	""	https://github.com/cancerDHC/tools/issues/8
"tools Issue #7"	"Incorporate ontologies into DICOM SNOMED to NCIt mapping"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/tools/issues/7
"tools Issue #6"	"Implement tool supporting use of SNOMED mappings"	"2020-04-01"	"2020-06-30"	100	""	https://github.com/cancerDHC/tools/issues/6
"tools Issue #5"	"Implement boomer workflow for data model harmonization"	""	""	0	""	https://github.com/cancerDHC/tools/issues/5
"tools Issue #4"	"Build a workflow for integrating example IDC data against standardized vocabularies"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/tools/issues/4
"tools Issue #3"	"Choose a format for publishing mappings"	""	""	100	"tools Issue #22"	https://github.com/cancerDHC/tools/issues/3
"tools Issue #2"	"review of CDS data and think about how it would be used to inform the requirements"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/tools/issues/2
"tools Issue #1"	"Need to find out where infrastructure will be ultimately hosted"	"2020-04-01"	"2020-06-30"	100	""	https://github.com/cancerDHC/tools/issues/1
"community-development Issue #76"	"Update Concierge Page"	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/76
"community-development Issue #75"	"Update Team & Organization page"	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/75
"community-development Issue #74"	"Concierge page updates"	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/74
"community-development Issue #73"	"Add Homing in on Harmonization sessions to website"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/73
"community-development Issue #72"	"CCDH Website: Revise FAQ"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/72
"community-development Issue #71"	"CCDH GitHub Pages: Update landing page"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/71
"community-development Issue #70"	"CCDH Website: Update figure in landing page"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/70
"community-development Issue #69"	"CCDH Website: Update title for community interactions SOP page"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/69
"community-development Issue #68"	"Update CCDH website release notes"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/68
"community-development Issue #67"	"Create new page for Community Interactions SOP"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/67
"community-development Issue #66"	"CCDH Website: correct link from FAQ to /ccdh-resources"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/66
"community-development Issue #65"	"CCDH Website: Add explanation of 'how CCDH uses terminologies' to the FAQ"	"2021-04-01"	"2021-05-31"	100	"community-development Issue #63"	https://github.com/cancerDHC/community-development/issues/65
"community-development Issue #64"	"CCDH Website: Update linkout for Top Level Menu 'FAQs' and title for submenu 'Glossary'"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/64
"community-development Issue #63"	"CCDH Website: Add definition for 'data harmonization.' "	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/63
"community-development Issue #62"	"CCDH Website: Add "Guidelines for professional behavior" link to FAQ"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/62
"community-development Issue #61"	"CCDH Website Add Glossary Terms"	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/61
"community-development Issue #60"	"[bug] remove ERO from standards list"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/60
"community-development Issue #59"	"[bug] link to ICD is broken"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/59
"community-development Issue #58"	"CCDH Website: Add a Glossary"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/58
"community-development Issue #57"	"CCDH Website: Home page restyling"	"2021-07-01"	"2021-09-30"	0	""	https://github.com/cancerDHC/community-development/issues/57
"community-development Issue #56"	"add HioH recording to website"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/56
"community-development Issue #55"	"CCDH Website: Add Block, Call to Action, Join Us on Slack"	"2021-07-01"	"2021-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/55
"community-development Issue #54"	"add newsletters to website"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/54
"community-development Issue #53"	"add additional presentations to website"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/53
"community-development Issue #52"	"CCDH Website: Update 'FAQs' page"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/52
"community-development Issue #51"	"CCDH Website: Add 'Contact Us' link to the footer"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/51
"community-development Issue #50"	"CCDH Website: Update the 'About' page"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/50
"community-development Issue #49"	"CCDH Website: Update Standards and Tooling Page"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/49
"community-development Issue #48"	"CCDH Website: Update information in 'Team and Organization' page"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/48
"community-development Issue #47"	"CCDH Website: Update information in 'Concierge' page"	"2021-04-01"	"2021-05-31"	100	"community-development Issue #43"	https://github.com/cancerDHC/community-development/issues/47
"community-development Issue #46"	"CCDH Website: Update TopLevel Menus"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/46
"community-development Issue #45"	"CCDH Website: Edit intro text in landing page"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/45
"community-development Issue #44"	"CCDH Website Edits from NCI/FNL (2021-02-14)"	"2021-01-01"	"2021-03-31"	100	"community-development Issue #43, community-development Issue #47, community-development Issue #45, community-development Issue #50, community-development Issue #47, community-development Issue #50, community-development Issue #52, community-development Issue #51"	https://github.com/cancerDHC/community-development/issues/44
"community-development Issue #43"	"CCDH website: Create new page to discuss CRDC-H, Terminology Services, and Validation Tool(s)"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/community-development/issues/43
"community-development Issue #42"	"Upgrade Drupal Core to version 8.9.13 to address critical security advisory"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/community-development/issues/42
"community-development Issue #41"	"Review and update workstream membership on web portal"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/community-development/issues/41
"community-development Issue #40"	"Include "link back" element at top of CCDH Web Portal"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/community-development/issues/40
"community-development Issue #38"	"feedback from NCI team re: web portal"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/38
"community-development Issue #37"	"Add content to Standards and Tooling page"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/community-development/issues/37
"community-development Issue #36"	"add tools to Standards and Tooling page?"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/community-development/issues/36
"community-development Issue #35"	"web portal changes needed"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/35
"community-development Issue #34"	"expand requirements gathering"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/community-development/issues/34
"community-development Issue #33"	"combine table on Standards and Tooling page"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/33
"community-development Issue #32"	"Add more content to CRDC Ecosystem webpage"	""	""	100	"community-development Issue #15"	https://github.com/cancerDHC/community-development/issues/32
"community-development Issue #31"	"add enhancements to Standards page"	""	""	100	"community-development Issue #19"	https://github.com/cancerDHC/community-development/issues/31
"community-development Issue #30"	"Improve formatting for the list of tools on the Standards and Tooling page"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/30
"community-development Issue #29"	"fix links to email"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/29
"community-development Issue #28"	"extra spaces"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/28
"community-development Issue #27"	"rename labels for contact us?"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/27
"community-development Issue #26"	"Add better explanations about “what the CCDH is doing”, “what is the value proposition"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/26
"community-development Issue #25"	"Add more detail to timeline"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/community-development/issues/25
"community-development Issue #24"	"Move WS descriptions to a single page with brief explanation for each WS"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/24
"community-development Issue #23"	"move the contact us to the header "	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/23
"community-development Issue #22"	"merge team onto one page"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/22
"community-development Issue #21"	"add content: Intro text for Standards and Tooling"	""	""	100	"community-development Issue #19, community-development Issue #20"	https://github.com/cancerDHC/community-development/issues/21
"community-development Issue #20"	"add content: Relevant resources"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/20
"community-development Issue #19"	"add content: Relevant Ontologies and Standards"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/19
"community-development Issue #18"	"support page - add content"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/18
"community-development Issue #17"	"Rename CCDH Community"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/17
"community-development Issue #16"	"create a page: Presentations"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/16
"community-development Issue #15"	"add DMH info to Standards and Tooling page"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/15
"community-development Issue #14"	"add link outs to CCDH nodes"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/14
"community-development Issue #13"	"home page needs a banner"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/13
"community-development Issue #12"	"update tools papge"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/12
"community-development Issue #11"	"add link outs to homepages for team members"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/11
"community-development Issue #10"	"add image to home page for webportal"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/10
"community-development Issue #1"	"Create and coordinate user lists across methods of communication and within CRDC (ongoing)"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/community-development/issues/1
"community-development Issue #2"	"create a CDA / CCDH Engagement Plan"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/2
"community-development Issue #3"	"create/disseminate Q3 newsletter "	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/3
"community-development Issue #4"	"create/disseminate Q2 newsletter"	"2020-04-01"	"2020-06-30"	100	""	https://github.com/cancerDHC/community-development/issues/4
"community-development Issue #5"	"Re-announce existence of Help desk to nodes after the v0.1 harmonized model has been drafted"	"2020-04-01"	"2020-06-30"	100	""	https://github.com/cancerDHC/community-development/issues/5
"community-development Issue #6"	"Create an org chart of the CRDC"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/6
"community-development Issue #8"	"Finalize FAQ doc for web portal"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/community-development/issues/8
"community-development Issue #7"	"IDC reports 84 distinct elements - would like a list of these"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/7
"community-development Issue #9"	"Summit with the CDA team"	""	""	100	""	https://github.com/cancerDHC/community-development/issues/9
"operations Issue #96"	"Create a shared GitHub bot for cancerDHC organization"	""	""	0	""	https://github.com/cancerDHC/operations/issues/96
"operations Issue #95"	"Hand over transformed pilot data to the Cloud Resources so they can do harmonized data analytics"	"2021-07-01"	"2021-09-30"	0	"operations Issue #28"	https://github.com/cancerDHC/operations/issues/95
"operations Issue #94"	"2b1c: Iterative web portal releases"	""	""	100	""	https://github.com/cancerDHC/operations/issues/94
"operations Issue #91"	"2b2e: Data migration tool planning"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/91
"operations Issue #90"	"2b2d: Release metadata mapping and transformation tool"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/90
"operations Issue #89"	"2b2b, c, f, g: Create a tool for automated validation and checking"	"2021-04-01"	"2021-05-31"	100	"operations Issue #86"	https://github.com/cancerDHC/operations/issues/89
"operations Issue #88"	"null"	""	""	100	""	https://github.com/cancerDHC/operations/issues/88
"operations Issue #87"	"2b2a: Create a list of standard data and metadata parameters to validate"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/87
"operations Issue #86"	"2b2: Create & pilot a metadata validator"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/86
"operations Issue #85"	"2b1j, k, l: Create a semi-automated workflow for mapping and transformation for new data"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/85
"operations Issue #84"	"2b1i: Evaluate and align portions of the CRDC-H against other standard models (FHIR, etc.)"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/84
"operations Issue #83"	"2b1h: Develop and extend CRDC-H for use in the primary CRDC nodes"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/83
"operations Issue #78"	"rename node specific channels in Slack"	"2020-10-01"	"2020-12-31"	100	""	https://github.com/cancerDHC/operations/issues/78
"operations Issue #75"	"1c Plan and outline approach for CRDC model harmonization with Domain-Specific Nodes (GDC, PDC, ICDC and IDC)"	"2020-01-01"	"2020-03-31"	100	"operations Issue #9, operations Issue #56"	https://github.com/cancerDHC/operations/issues/75
"operations Issue #74"	"1a Identify semantic priorities of DCF, CRDC nodes and DCCs"	"2019-10-01"	"2020-03-31"	100	"operations Issue #6, operations Issue #7"	https://github.com/cancerDHC/operations/issues/74
"operations Issue #65"	"Del.E2f: Pilot Metadata Mapping and Transformation tools"	"2021-04-01"	"2021-05-31"	100	""	https://github.com/cancerDHC/operations/issues/65
"operations Issue #64"	"Select a modeling language in which to represent the CRDC-H model"	"2020-07-01"	"2020-09-30"	100	""	https://github.com/cancerDHC/operations/issues/64
"operations Issue #62"	"Deep dive into the Portable Format for Biomedical (PFB)"	""	""	100	""	https://github.com/cancerDHC/operations/issues/62
"operations Issue #61"	"GitHub Tracker for CCDH / node communication"	"2021-01-01"	"2021-03-31"	100	""	https://github.com/cancerDHC/operations/issues/61
"operations Issue #59"	"Del.E2e Support Service and Engagement Plan"	"2021-04-01"	"2021-05-31"	100	"operations Issue #23, operations Issue #24"	https://github.com/cancerDHC/operations/issues/59
"operations Issue #58"	"Enhance community engagement plan"	""	""	100	""	https://github.com/cancerDHC/operations/issues/58
